"","X","Countrycode","Namespace","AirQualityNetwork","AirQualityStation","AirQualityStationEoICode","SamplingPoint","SamplingProcess","Sample","AirPollutant","AirPollutantCode","AveragingTime","Concentration","UnitOfMeasurement","DatetimeBegin","DatetimeEnd","Validity","Verification","statname","stattype","statareatype","lon","lat","altitude"
"789",789,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",23,"µg/m3","2015-11-24 00:00:00 +01:00","2015-11-25 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"790",790,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",20,"µg/m3","2015-11-19 00:00:00 +01:00","2015-11-20 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"791",791,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",13,"µg/m3","2015-11-20 00:00:00 +01:00","2015-11-21 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"792",792,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",9,"µg/m3","2015-11-22 00:00:00 +01:00","2015-11-23 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"793",793,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",33,"µg/m3","2015-11-27 00:00:00 +01:00","2015-11-28 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"794",794,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",19,"µg/m3","2015-11-26 00:00:00 +01:00","2015-11-27 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"795",795,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",10,"µg/m3","2015-12-01 00:00:00 +01:00","2015-12-02 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"796",796,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",8,"µg/m3","2015-01-10 00:00:00 +01:00","2015-01-11 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"797",797,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",29,"µg/m3","2015-12-02 00:00:00 +01:00","2015-12-03 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"798",798,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",14,"µg/m3","2015-11-29 00:00:00 +01:00","2015-11-30 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"799",799,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",10,"µg/m3","2015-01-17 00:00:00 +01:00","2015-01-18 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"800",800,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",32,"µg/m3","2015-01-16 00:00:00 +01:00","2015-01-17 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"801",801,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",26,"µg/m3","2015-01-13 00:00:00 +01:00","2015-01-14 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
"802",802,"AT","AT.0008.20.AQ","NET.05","STA.05.1000","AT51000","SPO.05.1000.4052.5.1","SPP.05.1000.4052.5.1.4269","SAM.05.1000.4052.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",31,"µg/m3","2015-01-20 00:00:00 +01:00","2015-01-21 00:00:00 +01:00",1,1,"Salzburg Rudolfsplatz","Traffic","urban",13.053614,47.797501,425
